maintenance_id,repair_request_date,equipment_name,equipment_id,install_date,fault_type,fault_severity,fault_description,repair_status,repair_cost
M00433,2026-05-16,scaner,EQUIP56223,2026-04-26,port testing,Средняя,Обнаружена port testing после 9 дней эксплуатации,Новая,0
M00434,2026-05-17,pc,EQUIP48101,2026-05-04,dust cleaning,Низкая,Обнаружена dust cleaning после 24 дней эксплуатации,Решена,2000
M00435,2026-05-18,scaner,EQUIP97988,2026-05-12,error log analysis,Высокая,Обнаружена error log analysis после 13 дней эксплуатации,В обработке,10000
M00436,2026-05-20,nas,EQUIP90243,2026-03-27,software update,Высокая,Обнаружена software update после 19 дней эксплуатации,Отклонена,10000
M00437,2026-05-22,cisco_router,EQUIP75227,2026-03-15,dust cleaning,Высокая,Обнаружена dust cleaning после 3 дней эксплуатации,Новая,10000
M00438,2026-05-24,cisco_router,EQUIP42890,2026-03-23,dust cleaning,Высокая,Обнаружена dust cleaning после 7 дней эксплуатации,Отклонена,1000
M00439,2026-05-26,ip_phone,EQUIP48287,2026-05-21,hardware diagnostics,Высокая,Обнаружена hardware diagnostics после 25 дней эксплуатации,В обработке,10000
M00440,2026-05-28,printer,EQUIP69240,2026-03-30,software update,Высокая,Обнаружена software update после 23 дней эксплуатации,Отклонена,10000
M00441,2026-05-30,scaner,EQUIP73724,2026-04-18,software update,Низкая,Обнаружена software update после 18 дней эксплуатации,В обработке,5000
M00442,2026-06-01,cisco_router,EQUIP97911,2026-05-05,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 30 дней эксплуатации,Решена,10000
M00443,2026-06-01,nas,EQUIP39662,2026-05-03,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 28 дней эксплуатации,Новая,0
M00444,2026-06-01,printer,EQUIP13470,2026-05-14,software update,Низкая,Обнаружена software update после 12 дней эксплуатации,Новая,10000
M00445,2026-06-01,scaner,EQUIP13638,2026-04-17,port testing,Средняя,Обнаружена port testing после 4 дней эксплуатации,В обработке,1000
M00446,2026-06-03,nas,EQUIP49354,2026-05-14,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 23 дней эксплуатации,Решена,2000
M00447,2026-06-04,scaner,EQUIP44487,2026-04-24,software update,Низкая,Обнаружена software update после 8 дней эксплуатации,В обработке,1000
M00448,2026-06-06,printer,EQUIP64926,2026-03-24,software update,Высокая,Обнаружена software update после 5 дней эксплуатации,Решена,1000
M00449,2026-06-08,cisco_router,EQUIP70805,2026-06-03,port testing,Низкая,Обнаружена port testing после 21 дней эксплуатации,Отклонена,5000
M00450,2026-06-09,cisco_router,EQUIP78407,2026-04-27,error log analysis,Средняя,Обнаружена error log analysis после 8 дней эксплуатации,Новая,10000
M00451,2026-06-11,cisco_switch,EQUIP94023,2026-04-26,error log analysis,Низкая,Обнаружена error log analysis после 17 дней эксплуатации,Решена,5000
M00452,2026-06-12,ip_phone,EQUIP35792,2026-04-06,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 28 дней эксплуатации,Решена,10000
M00453,2026-06-12,pc,EQUIP39232,2026-04-21,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 9 дней эксплуатации,В обработке,2000
M00454,2026-06-13,printer,EQUIP55262,2026-03-20,software update,Средняя,Обнаружена software update после 17 дней эксплуатации,Новая,2000
M00455,2026-06-15,cisco_router,EQUIP15623,2026-06-03,software update,Высокая,Обнаружена software update после 25 дней эксплуатации,В обработке,2000
M00456,2026-06-15,scaner,EQUIP25396,2026-04-03,port testing,Средняя,Обнаружена port testing после 20 дней эксплуатации,Отклонена,10000
M00457,2026-06-15,printer,EQUIP99383,2026-06-08,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 22 дней эксплуатации,Решена,1000
M00458,2026-06-17,scaner,EQUIP31701,2026-03-26,port testing,Низкая,Обнаружена port testing после 3 дней эксплуатации,Решена,0
M00459,2026-06-19,ip_phone,EQUIP30080,2026-05-10,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 22 дней эксплуатации,Новая,0
M00460,2026-06-21,cisco_router,EQUIP92267,2026-04-01,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 18 дней эксплуатации,Отклонена,0
M00461,2026-06-22,pc,EQUIP98062,2026-06-09,dust cleaning,Высокая,Обнаружена dust cleaning после 26 дней эксплуатации,Новая,5000
M00462,2026-06-22,nas,EQUIP56238,2026-06-09,error log analysis,Высокая,Обнаружена error log analysis после 4 дней эксплуатации,Отклонена,10000
M00463,2026-06-22,cisco_router,EQUIP29052,2026-06-20,port testing,Низкая,Обнаружена port testing после 5 дней эксплуатации,В обработке,10000
M00464,2026-06-22,ip_phone,EQUIP61348,2026-05-23,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 24 дней эксплуатации,Отклонена,5000
M00465,2026-06-24,ip_phone,EQUIP40056,2026-06-03,error log analysis,Высокая,Обнаружена error log analysis после 13 дней эксплуатации,В обработке,5000
M00466,2026-06-25,pc,EQUIP25083,2026-04-22,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 3 дней эксплуатации,Решена,0
M00467,2026-06-27,pc,EQUIP97549,2026-06-16,thermalpaste replace,Средняя,Обнаружена thermalpaste replace после 11 дней эксплуатации,В обработке,10000
M00468,2026-06-28,scaner,EQUIP93763,2026-05-30,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 9 дней эксплуатации,Отклонена,1000
M00469,2026-06-30,nas,EQUIP32652,2026-04-02,software update,Высокая,Обнаружена software update после 21 дней эксплуатации,Отклонена,0
M00470,2026-07-01,ip_phone,EQUIP12806,2026-04-18,software update,Средняя,Обнаружена software update после 30 дней эксплуатации,В обработке,0
M00471,2026-07-02,scaner,EQUIP55812,2026-04-19,dust cleaning,Низкая,Обнаружена dust cleaning после 2 дней эксплуатации,Отклонена,10000
M00472,2026-07-02,nas,EQUIP25128,2026-07-01,hardware diagnostics,Низкая,Обнаружена hardware diagnostics после 12 дней эксплуатации,Отклонена,0
M00473,2026-07-04,cisco_switch,EQUIP22028,2026-04-26,port testing,Высокая,Обнаружена port testing после 9 дней эксплуатации,Отклонена,5000
M00474,2026-07-04,scaner,EQUIP76275,2026-06-18,error log analysis,Низкая,Обнаружена error log analysis после 7 дней эксплуатации,Отклонена,10000
M00475,2026-07-05,cisco_router,EQUIP10278,2026-04-11,port testing,Средняя,Обнаружена port testing после 13 дней эксплуатации,В обработке,10000
M00476,2026-07-06,scaner,EQUIP69389,2026-05-13,software update,Средняя,Обнаружена software update после 26 дней эксплуатации,Новая,2000
M00477,2026-07-06,cisco_router,EQUIP15278,2026-05-24,port testing,Низкая,Обнаружена port testing после 10 дней эксплуатации,В обработке,5000
M00478,2026-07-06,printer,EQUIP29511,2026-05-16,port testing,Высокая,Обнаружена port testing после 25 дней эксплуатации,Решена,5000
M00479,2026-07-08,nas,EQUIP24002,2026-07-05,port testing,Средняя,Обнаружена port testing после 30 дней эксплуатации,В обработке,0
M00480,2026-07-10,printer,EQUIP17527,2026-04-17,port testing,Средняя,Обнаружена port testing после 12 дней эксплуатации,Отклонена,0
M00481,2026-07-10,ip_phone,EQUIP16231,2026-04-26,thermalpaste replace,Низкая,Обнаружена thermalpaste replace после 29 дней эксплуатации,Новая,10000
M00482,2026-07-12,nas,EQUIP66238,2026-06-22,software update,Высокая,Обнаружена software update после 6 дней эксплуатации,Отклонена,5000
M00483,2026-07-12,scaner,EQUIP81528,2026-06-04,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 2 дней эксплуатации,Отклонена,2000
M00484,2026-07-14,pc,EQUIP44630,2026-06-13,software update,Средняя,Обнаружена software update после 22 дней эксплуатации,Новая,2000
M00485,2026-07-14,cisco_switch,EQUIP25303,2026-06-23,thermalpaste replace,Высокая,Обнаружена thermalpaste replace после 29 дней эксплуатации,Новая,0
M00486,2026-07-15,cisco_switch,EQUIP94044,2026-06-19,hardware diagnostics,Средняя,Обнаружена hardware diagnostics после 28 дней эксплуатации,В обработке,10000
